"index","x","y","letter","order"
"1",0,0.756255792400371,"0",1
"2",0.00196463654223969,0.757182576459685,"0",2
"3",0.00589390962671906,0.79147358665431,"0",3
"4",0.0235756385068762,0.832252085264133,"0",4
"5",0.0510805500982318,0.868396663577386,"0",5
"6",0.0923379174852652,0.903614457831325,"0",6
"7",0.135559921414538,0.929564411492122,"0",7
"8",0.163064833005894,0.942539388322521,"0",8
"9",0.196463654223969,0.955514365152919,"0",9
"10",0.25147347740668,0.972196478220575,"0",10
"11",0.292730844793713,0.981464318813716,"0",11
"12",0.335952848722986,0.98887859128823,"0",12
"13",0.381139489194499,0.994439295644115,"0",13
"14",0.428290766208251,0.998146431881372,"0",14
"15",0.520628683693517,1,"0",15
"16",0.609037328094303,0.995366079703429,"0",16
"17",0.681728880157171,0.986098239110287,"0",17
"18",0.74852652259332,0.972196478220575,"0",18
"19",0.789783889980354,0.96014828544949,"0",19
"20",0.823182711198428,0.948100092678406,"0",20
"21",0.87819253438114,0.922150139017609,"0",21
"22",0.907662082514735,0.903614457831325,"0",22
"23",0.929273084479371,0.88693234476367,"0",23
"24",0.954813359528487,0.861909175162187,"0",24
"25",0.976424361493124,0.832252085264133,"0",25
"26",0.992141453831041,0.797961075069509,"0",26
"27",1,0.757182576459685,"0",27
"28",1,0.241890639481001,"0",28
"29",0.996070726915521,0.21501390176089,"0",29
"30",0.984282907662082,0.181649675625579,"0",30
"31",0.974459724950884,0.16404077849861,"0",31
"32",0.952848722986248,0.13531047265987,"0",32
"33",0.925343811394892,0.109360518999073,"0",33
"34",0.899803536345776,0.0908248378127896,"0",34
"35",0.868369351669941,0.072289156626506,"0",35
"36",0.834970530451866,0.056533827618165,"0",36
"37",0.795677799607073,0.0417052826691381,"0",37
"38",0.74852652259332,0.0278035217794254,"0",38
"39",0.697445972495088,0.0166821130676552,"0",39
"40",0.650294695481336,0.0092678405931418,"0",40
"41",0.585461689587426,0.00278035217794254,"0",41
"42",0.520628683693517,0,"0",42
"43",0.479371316306483,0,"0",43
"44",0.414538310412574,0.00278035217794254,"0",44
"45",0.381139489194499,0.00556070435588508,"0",45
"46",0.318271119842829,0.0139017608897127,"0",46
"47",0.278978388998035,0.0213160333642261,"0",47
"48",0.227897838899804,0.0342910101946247,"0",48
"49",0.178781925343811,0.0509731232622799,"0",49
"50",0.131630648330059,0.072289156626506,"0",50
"51",0.100196463654224,0.0908248378127896,"0",51
"52",0.0746561886051081,0.109360518999073,"0",52
"53",0.0471512770137525,0.13531047265987,"0",53
"54",0.0216110019646365,0.170528266913809,"0",54
"55",0.00589390962671906,0.207599629286376,"0",55
"56",0,0.241890639481001,"0",56
"57",0,0.756255792400371,"0",57
"58",0.170923379174853,0.757182576459685,"0",58
"59",0.170923379174853,0.240963855421687,"0",59
"60",0.176817288801572,0.212233549582947,"0",60
"61",0.18860510805501,0.18628359592215,"0",61
"62",0.204322200392927,0.164967562557924,"0",62
"63",0.227897838899804,0.143651529193698,"0",63
"64",0.261296660117878,0.123262279888786,"0",64
"65",0.290766208251473,0.110287303058387,"0",65
"66",0.332023575638507,0.0973123262279889,"0",66
"67",0.383104125736739,0.0871177015755329,"0",67
"68",0.432220039292731,0.0815569972196478,"0",68
"69",0.463654223968566,0.0797034291010195,"0",69
"70",0.536345776031434,0.0797034291010195,"0",70
"71",0.587426326129666,0.0834105653382762,"0",71
"72",0.62278978388998,0.0880444856348471,"0",72
"73",0.667976424361493,0.0973123262279889,"0",73
"74",0.709233791748527,0.110287303058387,"0",74
"75",0.738703339882122,0.123262279888786,"0",75
"76",0.772102161100196,0.143651529193698,"0",76
"77",0.795677799607073,0.164967562557924,"0",77
"78",0.81139489194499,0.18628359592215,"0",78
"79",0.823182711198428,0.212233549582947,"0",79
"80",0.829076620825147,0.240963855421687,"0",80
"81",0.829076620825147,0.758109360518999,"0",81
"82",0.825147347740668,0.780352177942539,"0",82
"83",0.81335952848723,0.810009267840593,"0",83
"84",0.797642436149312,0.832252085264133,"0",84
"85",0.774066797642436,0.854494902687674,"0",85
"86",0.730844793713163,0.880444856348471,"0",86
"87",0.701375245579568,0.892493049119555,"0",87
"88",0.664047151277014,0.903614457831325,"0",88
"89",0.616895874263261,0.912882298424467,"0",89
"90",0.567779960707269,0.918443002780352,"0",90
"91",0.536345776031434,0.920296570898981,"0",91
"92",0.463654223968566,0.920296570898981,"0",92
"93",0.412573673870334,0.916589434661724,"0",93
"94",0.37721021611002,0.911955514365153,"0",94
"95",0.335952848722986,0.903614457831325,"0",95
"96",0.288801571709234,0.888785912882298,"0",96
"97",0.25147347740668,0.871177015755329,"0",97
"98",0.225933202357564,0.854494902687674,"0",98
"99",0.202357563850688,0.832252085264133,"0",99
"100",0.18664047151277,0.810009267840593,"0",100
"101",0.176817288801572,0.786839666357739,"0",101
"102",0.170923379174853,0.758109360518999,"0",102
"103",0.170923379174853,0.757182576459685,"0",103
"104",0,0.756255792400371,"0",104
"105",0.22,0.857829010566763,"1",1
"106",0.222145593869732,0.858789625360231,"1",2
"107",0.58904214559387,1,"1",3
"108",0.78,1,"1",4
"109",0.78,0,"1",5
"110",0.58904214559387,0,"1",6
"111",0.58904214559387,0.88568683957733,"1",7
"112",0.584750957854406,0.886647454370797,"1",8
"113",0.222145593869732,0.750240153698367,"1",9
"114",0.22,0.857829010566763,"1",10
"115",0,0.0883458646616541,"2",1
"116",0.00198412698412698,0.0892857142857143,"2",2
"117",0.00198412698412698,0.103383458646617,"2",3
"118",0.00793650793650794,0.129699248120301,"2",4
"119",0.0198412698412698,0.160714285714286,"2",5
"120",0.0357142857142857,0.18984962406015,"2",6
"121",0.0654761904761905,0.230263157894737,"2",7
"122",0.0853174603174603,0.25187969924812,"2",8
"123",0.123015873015873,0.286654135338346,"2",9
"124",0.194444444444444,0.340225563909774,"2",10
"125",0.275793650793651,0.390977443609023,"2",11
"126",0.373015873015873,0.444548872180451,"2",12
"127",0.573412698412698,0.548872180451128,"2",13
"128",0.636904761904762,0.585526315789474,"2",14
"129",0.680555555555556,0.613721804511278,"2",15
"130",0.73015873015873,0.651315789473684,"2",16
"131",0.761904761904762,0.682330827067669,"2",17
"132",0.785714285714286,0.714285714285714,"2",18
"133",0.801587301587302,0.75281954887218,"2",19
"134",0.803571428571429,0.790413533834586,"2",20
"135",0.795634920634921,0.815789473684211,"2",21
"136",0.771825396825397,0.847744360902256,"2",22
"137",0.742063492063492,0.870300751879699,"2",23
"138",0.708333333333333,0.887218045112782,"2",24
"139",0.66468253968254,0.902255639097744,"2",25
